student_id,district,gender,income_tier,treatment_group,baseline_score,parent_trust,tech_adopted,attrition_status,endline_score
330,Karachi,Male,Low,Control,31,Disagree,Yes,Surveyed,30.296808442901337
331,Faisalabad,Female,Low,Treatment,54,Strongly Agree,No,Surveyed,68.48014803568742
332,Karachi,Male,Middle,Control,62,Agree,Yes,Refused,59.79040313277559
333,Faisalabad,Male,High,Control,43,Disagree,Yes,Surveyed,42.84495949687562
334,Karachi,Female,Middle,Treatment,50,Agree,Yes,Surveyed,56.52625551339155
335,Multan,Female,Low,Control,45,Agree,Yes,Surveyed,42.19749591224903
336,Karachi,Male,Low,Control,35,Agree,No,Surveyed,41.67539669828994
337,Lahore,Male,High,Treatment,50,Disagree,Yes,Surveyed,60.38006536077775
338,Islamabad,Female,Low,Treatment,51,Agree,No,Refused,66.5890661465149
339,Karachi,Female,Middle,Control,41,Strongly Disagree,Yes,Surveyed,26.638064825428383
340,Karachi,Male,Low,Treatment,46,Strongly Agree,No,Surveyed,73.16194303156625
341,Islamabad,Male,Low,Control,52,Agree,Yes,Surveyed,57.81597122858166
342,Lahore,Male,Low,Treatment,41,Strongly Agree,No,Refused,58.90379890519166
343,Lahore,Male,Middle,Treatment,27,Strongly Disagree,No,Not Reached,36.762121910567416
344,Karachi,Female,Low,Treatment,41,Strongly Agree,Yes,Surveyed,53.72340582209793
345,Faisalabad,Male,High,Control,37,Strongly Disagree,No,Surveyed,28.030126371365416
346,Lahore,Male,Low,Control,47,Disagree,No,Refused,55.82187249248915
347,Faisalabad,Female,Middle,Treatment,48,Disagree,Yes,Surveyed,64.1069923024077
348,Faisalabad,Female,Middle,Control,43,Disagree,No,Surveyed,47.73885539508828
349,Lahore,Female,Low,Control,54,Disagree,Yes,Surveyed,57.40153895859227
350,Islamabad,Male,Low,Control,41,Strongly Agree,Yes,Not Reached,48.78380937334607
351,Lahore,Female,Middle,Treatment,46,Agree,Yes,Refused,57.50687021494558
352,Lahore,Female,Low,Control,38,Agree,No,Surveyed,44.11527512080315
353,Lahore,Female,Low,Treatment,40,Agree,Yes,Surveyed,53.41187769151202
354,Karachi,Female,Low,Control,47,Strongly Disagree,Yes,Surveyed,46.22590076987214
355,Karachi,Male,Low,Treatment,46,Strongly Agree,No,Surveyed,62.67186472036069
356,Faisalabad,Male,Low,Control,38,Strongly Agree,No,Not Reached,39.570595501307025
357,Islamabad,Female,High,Treatment,27,Strongly Disagree,Yes,Not Reached,32.69781619056794
358,Islamabad,Male,Middle,Control,49,Agree,No,Not Reached,55.87964122159023
359,Karachi,Male,Low,Treatment,42,Agree,Yes,Surveyed,67.56651744364815
360,Faisalabad,Male,Low,Control,38,Agree,Yes,Surveyed,40.07908625236094
361,Islamabad,Female,Low,Control,53,Strongly Agree,Yes,Surveyed,55.28667110818
362,Islamabad,Male,High,Control,53,Strongly Agree,Yes,Surveyed,55.61550677085133
363,Karachi,Male,Middle,Treatment,62,Strongly Agree,Yes,Surveyed,75.89099847018369
364,Lahore,Male,Low,Treatment,27,Strongly Agree,Yes,Surveyed,50.51683037927977
365,Karachi,Male,Low,Treatment,46,Strongly Agree,Yes,Surveyed,70.29052739628636
366,Lahore,Female,High,Control,46,Strongly Disagree,Yes,Not Reached,42.90535532884967
367,Multan,Male,Middle,Control,20,Disagree,Yes,Refused,19.137763567320793
368,Lahore,Female,Low,Treatment,54,Strongly Agree,Yes,Surveyed,74.78152123221082
369,Multan,Male,Low,Control,24,Strongly Agree,Yes,Surveyed,29.960217302891515
370,Lahore,Female,Low,Control,38,Disagree,Yes,Surveyed,35.548008466455904
371,Karachi,Male,Middle,Treatment,49,Disagree,No,Surveyed,65.44378569941728
372,Multan,Female,Low,Control,37,Agree,No,Surveyed,47.02293015871646
373,Karachi,Female,Low,Control,21,Disagree,Yes,Refused,16.09893008811066
374,Multan,Female,Low,Control,38,Strongly Agree,No,Refused,43.758456812992
375,Lahore,Male,Low,Control,33,Strongly Agree,No,Surveyed,35.16888767764051
376,Faisalabad,Male,High,Control,43,Agree,Yes,Not Reached,44.092939667724266
377,Islamabad,Female,Low,Control,42,Disagree,Yes,Surveyed,47.77718239660721
378,Karachi,Male,Low,Control,53,Agree,No,Surveyed,59.63714144004408
379,Multan,Female,Middle,Control,61,Agree,Yes,Not Reached,64.15598751168336
380,Multan,Female,Low,Treatment,56,Strongly Agree,Yes,Surveyed,70.46368641423884
381,Faisalabad,Female,High,Control,61,Strongly Agree,Yes,Surveyed,62.42471893917665
382,Karachi,Female,Middle,Control,57,Strongly Agree,Yes,Surveyed,63.560531541304705
383,Multan,Female,Middle,Control,41,Disagree,Yes,Surveyed,40.86000924893082
384,Faisalabad,Male,High,Treatment,50,Strongly Agree,No,Surveyed,71.98283440082938
385,Faisalabad,Male,Middle,Treatment,66,Disagree,Yes,Surveyed,80.86693469211222
386,Lahore,Male,Middle,Treatment,50,Disagree,Yes,Surveyed,59.79488416663607
387,Faisalabad,Female,High,Treatment,67,Disagree,No,Refused,67.99877147099399
388,Faisalabad,Male,Low,Control,37,Agree,No,Surveyed,47.33377524347564
389,Islamabad,Male,Low,Control,49,Agree,Yes,Surveyed,51.40328050748168
390,Lahore,Female,Middle,Treatment,60,Strongly Agree,Yes,Surveyed,83.4435096833479
391,Karachi,Male,Low,Treatment,24,Agree,Yes,Surveyed,41.14964712670895
392,Lahore,Male,Middle,Treatment,25,Strongly Agree,Yes,Surveyed,40.305483560256256
393,Faisalabad,Female,Low,Treatment,42,Strongly Agree,Yes,Surveyed,57.23587513738542
394,Lahore,Female,Low,Treatment,51,Agree,Yes,Not Reached,67.17598062126557
395,Multan,Male,High,Treatment,59,Agree,Yes,Surveyed,68.5476492710647
396,Karachi,Female,Low,Control,40,Strongly Agree,Yes,Surveyed,53.297708549532075
397,Karachi,Female,Low,Treatment,34,Disagree,No,Surveyed,63.82914072680386
398,Faisalabad,Male,Low,Treatment,41,Strongly Agree,Yes,Surveyed,64.85419459338154
399,Multan,Female,High,Control,53,Agree,No,Surveyed,63.501697246721164
400,Multan,Male,Low,Treatment,50,Strongly Disagree,No,Refused,61.90678784781141
401,Islamabad,Female,High,Control,37,Strongly Agree,No,Surveyed,41.88878836901929
402,Karachi,Male,Middle,Control,32,Agree,Yes,Surveyed,33.09148635299365
403,Multan,Male,High,Control,64,Agree,No,Surveyed,69.9975351034094
404,Multan,Male,Middle,Control,56,Strongly Disagree,Yes,Not Reached,51.25212817187624
405,Faisalabad,Male,Low,Control,31,Agree,Yes,Surveyed,28.61347863147408
406,Karachi,Male,High,Treatment,49,Strongly Agree,Yes,Surveyed,54.99476250957677
407,Faisalabad,Male,Middle,Treatment,62,Disagree,No,Surveyed,63.49129809325761
408,Lahore,Female,Middle,Control,27,Strongly Agree,No,Surveyed,24.341253178892707
409,Multan,Male,Low,Treatment,41,Agree,Yes,Not Reached,64.04918316124726
410,Islamabad,Female,Middle,Treatment,40,Strongly Agree,Yes,Surveyed,49.39344153006091
411,Lahore,Male,Middle,Treatment,37,Strongly Disagree,Yes,Surveyed,54.30701653719382
412,Karachi,Male,Low,Control,40,Disagree,Yes,Surveyed,39.107117585893135
413,Islamabad,Male,High,Treatment,56,Agree,Yes,Refused,68.25124273965993
414,Faisalabad,Female,High,Treatment,59,Agree,Yes,Not Reached,76.63465427155293
415,Multan,Male,High,Control,56,Agree,No,Not Reached,62.16539789593222
416,Islamabad,Male,Low,Control,23,Strongly Agree,No,Refused,23.695132411755015
417,Lahore,Female,Low,Control,60,Disagree,Yes,Surveyed,59.45143143347457
418,Karachi,Male,Middle,Control,40,Strongly Agree,No,Surveyed,42.7568007578364
419,Multan,Female,High,Treatment,59,Agree,Yes,Surveyed,71.85600597646166
420,Lahore,Female,Low,Control,37,Agree,Yes,Surveyed,37.665439008235154
421,Multan,Female,Low,Control,65,Strongly Agree,No,Not Reached,72.04203982872579
422,Karachi,Female,Low,Treatment,44,Disagree,No,Refused,67.04490839447215
423,Islamabad,Male,Middle,Control,49,Strongly Agree,No,Surveyed,54.03285606452677
424,Islamabad,Female,Middle,Treatment,39,Agree,Yes,Refused,54.87889909557985
425,Faisalabad,Female,Low,Control,48,Agree,No,Surveyed,43.969620344751945
426,Faisalabad,Female,High,Control,67,Agree,No,Surveyed,66.69785880019882
427,Multan,Female,Middle,Control,36,Strongly Agree,Yes,Surveyed,46.34284237791084
428,Karachi,Male,Low,Treatment,61,Disagree,Yes,Surveyed,75.41754273923081
429,Lahore,Male,Low,Control,42,Strongly Agree,Yes,Surveyed,36.59899119660696
430,Faisalabad,Male,Middle,Control,47,Strongly Agree,Yes,Surveyed,41.85831755783862
431,Lahore,Female,Low,Control,54,Strongly Disagree,No,Not Reached,59.93786554000524
432,Faisalabad,Male,Middle,Control,35,Agree,Yes,Not Reached,27.481369879098537
433,Faisalabad,Female,Middle,Treatment,70,Strongly Agree,Yes,Surveyed,83.89963675770029
434,Multan,Male,Low,Control,54,Disagree,No,Surveyed,60.507622443675274
435,Lahore,Male,High,Control,39,Strongly Agree,No,Surveyed,47.94123491548566
436,Faisalabad,Female,Middle,Control,59,Disagree,Yes,Surveyed,63.408987505526476
437,Faisalabad,Female,Low,Treatment,49,Agree,No,Surveyed,72.60126305156274
438,Multan,Male,Middle,Control,37,Agree,Yes,Surveyed,29.746810767166238
439,Multan,Female,Low,Control,31,Agree,No,Surveyed,40.54934978253243
440,Karachi,Male,Middle,Treatment,45,Disagree,Yes,Surveyed,49.713115829234454
441,Karachi,Female,Low,Treatment,35,Strongly Agree,No,Surveyed,58.016247043663824
442,Islamabad,Male,High,Treatment,57,Strongly Disagree,No,Surveyed,66.70306689667774
443,Islamabad,Female,Middle,Control,58,Strongly Agree,No,Surveyed,52.384362955942855
444,Lahore,Female,High,Treatment,37,Disagree,Yes,Surveyed,46.30512473655689
445,Faisalabad,Male,Low,Treatment,47,Strongly Agree,Yes,Surveyed,60.30094164464635
446,Faisalabad,Male,High,Control,27,Strongly Agree,Yes,Surveyed,22.792071138171934
447,Multan,Female,Low,Control,58,Strongly Agree,Yes,Surveyed,66.92306647084979
448,Lahore,Male,Middle,Treatment,29,Agree,Yes,Surveyed,41.97482671432707
449,Multan,Female,Middle,Treatment,42,Agree,No,Surveyed,48.83836567043241
450,Multan,Male,Low,Treatment,20,Agree,Yes,Surveyed,38.25745106810757
451,Multan,Male,Middle,Control,37,Agree,Yes,Surveyed,35.00286705267651
452,Islamabad,Male,Low,Control,65,Strongly Agree,Yes,Surveyed,63.180070871142306
453,Faisalabad,Female,Middle,Treatment,29,Agree,Yes,Not Reached,48.677394610888825
454,Islamabad,Female,Low,Control,41,Disagree,Yes,Surveyed,40.80782070428568
455,Karachi,Female,High,Treatment,46,Agree,No,Refused,60.49934332910941
456,Karachi,Male,Low,Treatment,66,Agree,No,Surveyed,75.98147878788724
457,Karachi,Male,Low,Control,49,Disagree,Yes,Surveyed,50.726389332041244
458,Lahore,Female,Low,Treatment,42,Strongly Agree,No,Surveyed,64.18129715495516
459,Karachi,Female,Low,Control,20,Agree,No,Not Reached,20.43370672901575
460,Multan,Male,Middle,Control,36,Strongly Agree,Yes,Surveyed,43.057557330180295
461,Karachi,Male,Low,Treatment,21,Agree,Yes,Surveyed,22.19496614099418
462,Lahore,Female,Low,Treatment,49,Disagree,Yes,Surveyed,69.36796234111137
463,Multan,Female,Low,Control,56,Agree,Yes,Refused,63.534618401136285
464,Lahore,Male,Low,Treatment,40,Disagree,Yes,Not Reached,51.58985265561621
465,Islamabad,Female,Low,Treatment,46,Agree,No,Refused,67.61094243661057
466,Multan,Male,Low,Control,56,Agree,Yes,Refused,67.49135516959385
467,Lahore,Female,Middle,Treatment,58,Strongly Agree,Yes,Surveyed,71.99655780034162
468,Islamabad,Male,High,Control,35,Agree,Yes,Surveyed,33.83468787460714
469,Karachi,Male,Middle,Treatment,63,Disagree,Yes,Surveyed,76.5754405406789
470,Faisalabad,Male,Low,Treatment,57,Strongly Disagree,Yes,Surveyed,76.64735203093989
471,Karachi,Male,Low,Control,55,Strongly Agree,Yes,Surveyed,48.52052783487163
472,Lahore,Male,Low,Treatment,32,Agree,No,Surveyed,38.91113746469259
473,Lahore,Female,High,Control,51,Disagree,No,Surveyed,49.45583810811911
474,Karachi,Male,Middle,Treatment,29,Agree,No,Surveyed,43.589161958124194
475,Islamabad,Male,Middle,Control,54,Agree,Yes,Surveyed,57.21299226433179
476,Multan,Female,Low,Control,48,Agree,No,Surveyed,53.11851234919184
477,Islamabad,Male,Low,Treatment,36,Strongly Agree,No,Not Reached,66.74520117882119
478,Islamabad,Female,Low,Control,41,Strongly Agree,Yes,Surveyed,40.81944447580584
479,Lahore,Female,Middle,Treatment,58,Disagree,Yes,Surveyed,62.846237811427756
480,Multan,Female,Low,Treatment,50,Disagree,Yes,Not Reached,75.9960366097284
481,Multan,Female,Low,Treatment,15,Strongly Disagree,No,Surveyed,34.24588053659231
482,Lahore,Female,Low,Treatment,47,Agree,Yes,Surveyed,73.94925963004157
483,Faisalabad,Male,Low,Control,45,Strongly Disagree,Yes,Surveyed,52.19429966121019
484,Islamabad,Male,Low,Control,62,Strongly Agree,No,Surveyed,71.65355134286253
485,Karachi,Male,Low,Control,33,Disagree,Yes,Surveyed,38.074001871343505
486,Karachi,Female,Middle,Treatment,57,Strongly Agree,Yes,Not Reached,74.81472836848594
487,Islamabad,Female,Middle,Control,46,Strongly Agree,Yes,Not Reached,47.98373030885944
488,Multan,Female,Middle,Treatment,54,Agree,Yes,Surveyed,64.68012529911209
489,Multan,Male,Middle,Treatment,5,Disagree,Yes,Surveyed,15.131892928628316
490,Faisalabad,Male,Middle,Control,43,Agree,Yes,Refused,53.56717395858884
491,Islamabad,Female,Low,Treatment,32,Strongly Disagree,Yes,Surveyed,56.10085740159862
492,Faisalabad,Male,High,Control,48,Agree,Yes,Surveyed,53.22688442995493
493,Multan,Male,High,Treatment,45,Disagree,Yes,Surveyed,62.53071774325472
494,Karachi,Male,Low,Treatment,45,Agree,No,Refused,50.840079169128764
495,Islamabad,Female,Low,Control,36,Strongly Agree,No,Surveyed,35.82002278115682
496,Faisalabad,Female,Low,Treatment,45,Disagree,No,Surveyed,68.14030180902697
497,Multan,Male,Low,Control,39,Agree,Yes,Not Reached,30.697453907281506
498,Faisalabad,Female,Low,Control,30,Disagree,Yes,Not Reached,29.256546833231667
499,Karachi,Male,High,Control,42,Disagree,No,Refused,42.75971170045946
500,Islamabad,Male,Low,Control,44,Disagree,Yes,Surveyed,50.087251560022835
501,Multan,Male,High,Treatment,69,Agree,No,Surveyed,81.79514245322244
502,Faisalabad,Female,High,Control,30,Strongly Disagree,Yes,Surveyed,29.506204555013497
503,Islamabad,Male,Middle,Control,24,Agree,No,Surveyed,24.543362605385163
504,Faisalabad,Male,High,Control,52,Strongly Disagree,Yes,Not Reached,48.821795036667986
505,Multan,Female,Middle,Control,53,Agree,Yes,Surveyed,54.66622614611807
506,Karachi,Female,Low,Control,32,Strongly Agree,Yes,Not Reached,45.11960541568485
507,Lahore,Female,Low,Control,27,Strongly Agree,Yes,Surveyed,33.3633530468577
508,Karachi,Male,High,Treatment,41,Agree,Yes,Not Reached,49.66616165963952
509,Islamabad,Female,Low,Control,35,Disagree,Yes,Not Reached,35.67857489910042
510,Faisalabad,Male,Middle,Control,28,Strongly Agree,No,Refused,23.392087357024717
511,Multan,Female,Low,Control,16,Agree,Yes,Surveyed,20.541499847711073
512,Islamabad,Female,Low,Control,20,Disagree,Yes,Surveyed,13.54147973273206
513,Faisalabad,Female,Low,Treatment,39,Disagree,Yes,Surveyed,61.16575102491929
514,Lahore,Female,Middle,Control,55,Agree,No,Surveyed,52.49637051218651
515,Faisalabad,Female,Middle,Control,53,Agree,Yes,Surveyed,53.37264626686057
516,Multan,Female,High,Treatment,34,Strongly Agree,Yes,Surveyed,44.33207517791905
517,Multan,Female,Low,Control,33,Agree,No,Surveyed,37.76701451302552
518,Faisalabad,Male,Low,Control,38,Strongly Disagree,No,Surveyed,42.64308788907496
519,Multan,Male,Low,Treatment,48,Disagree,No,Surveyed,66.48084666265366
520,Faisalabad,Female,High,Treatment,49,Agree,Yes,Surveyed,59.473558368172526
521,Multan,Female,Low,Treatment,46,Agree,Yes,Not Reached,62.758834212928804
522,Lahore,Female,Low,Treatment,52,Disagree,No,Surveyed,70.98686402461497
523,Islamabad,Male,High,Control,59,Strongly Agree,No,Not Reached,55.46384779592007
524,Multan,Female,High,Treatment,39,Strongly Agree,Yes,Surveyed,49.66895816541055
525,Karachi,Female,Low,Control,29,Disagree,Yes,Refused,38.750882459763645
526,Lahore,Male,High,Treatment,49,Agree,No,Refused,57.03009414928155
527,Islamabad,Male,Middle,Treatment,50,Strongly Agree,Yes,Surveyed,61.30972555093497
528,Faisalabad,Male,Low,Control,30,Agree,No,Surveyed,35.52208122091737
529,Karachi,Male,Low,Treatment,42,Disagree,No,Surveyed,62.948644064681574
530,Multan,Female,Middle,Control,52,Agree,No,Not Reached,45.42498686438275
531,Faisalabad,Male,Middle,Control,26,Strongly Agree,Yes,Surveyed,29.840445630436413
532,Karachi,Male,Low,Treatment,53,Agree,Yes,Surveyed,69.16389408097584
533,Lahore,Male,High,Control,76,Strongly Disagree,Yes,Surveyed,79.99235986848807
534,Multan,Female,Middle,Treatment,40,Strongly Agree,Yes,Not Reached,44.66944873156063
535,Karachi,Male,High,Control,44,Agree,Yes,Not Reached,48.16046183719284
536,Islamabad,Female,High,Treatment,42,Strongly Agree,No,Surveyed,53.30044256784909
537,Islamabad,Female,Low,Treatment,71,Agree,Yes,Not Reached,88.64977565046274
538,Islamabad,Female,Middle,Treatment,43,Agree,Yes,Refused,57.52102695084165
539,Islamabad,Female,Low,Treatment,37,Strongly Disagree,Yes,Not Reached,57.91423851150698
540,Islamabad,Male,Low,Control,29,Disagree,No,Surveyed,34.70337264372702
541,Lahore,Female,Low,Control,39,Disagree,No,Not Reached,47.420489419918766
542,Multan,Female,Low,Treatment,44,Disagree,No,Surveyed,65.14244404983435
543,Faisalabad,Male,Low,Treatment,42,Disagree,Yes,Surveyed,68.15449192531875
544,Karachi,Female,Low,Treatment,58,Strongly Agree,Yes,Surveyed,76.4409744637608
545,Multan,Female,Low,Treatment,47,Agree,Yes,Surveyed,69.66650240852482
546,Islamabad,Male,Low,Treatment,67,Disagree,Yes,Surveyed,86.21868919196676
547,Karachi,Female,Low,Treatment,52,Strongly Disagree,No,Surveyed,73.16913649759002
548,Lahore,Male,Middle,Control,23,Strongly Agree,Yes,Surveyed,27.89929032520208
549,Islamabad,Female,Middle,Control,19,Strongly Agree,Yes,Surveyed,23.3427292879492
550,Karachi,Male,Middle,Control,43,Disagree,Yes,Not Reached,50.88592343705159
551,Islamabad,Female,High,Treatment,62,Agree,Yes,Not Reached,69.02016634072929
552,Lahore,Female,Middle,Treatment,45,Disagree,No,Surveyed,53.719921617915595
553,Lahore,Male,Middle,Treatment,46,Disagree,No,Refused,57.77042113012712
554,Multan,Female,High,Treatment,47,Strongly Agree,Yes,Not Reached,49.21573409399342
555,Faisalabad,Female,High,Treatment,39,Agree,Yes,Refused,49.035068493855995
556,Multan,Male,Middle,Control,43,Strongly Agree,Yes,Refused,37.78560253709093
557,Faisalabad,Female,Low,Control,43,Strongly Agree,No,Surveyed,39.569205244995196
558,Lahore,Female,High,Control,41,Disagree,Yes,Surveyed,44.64358060473259
559,Lahore,Female,Middle,Treatment,72,Agree,Yes,Surveyed,81.32267312590187
560,Faisalabad,Male,Low,Treatment,49,Agree,No,Refused,74.51852088388375
561,Lahore,Female,Low,Treatment,62,Strongly Disagree,Yes,Not Reached,72.64680885510515
562,Multan,Male,Low,Control,46,Strongly Agree,Yes,Not Reached,41.67031887265382
563,Karachi,Female,Low,Treatment,43,Strongly Agree,Yes,Not Reached,65.87674434082707
564,Multan,Male,High,Control,53,Strongly Agree,Yes,Refused,55.71425467150786
565,Faisalabad,Female,High,Treatment,56,Agree,Yes,Surveyed,68.8920810066899
566,Faisalabad,Female,Middle,Treatment,28,Strongly Agree,No,Surveyed,46.032353422563276
567,Karachi,Female,Low,Treatment,49,Strongly Disagree,No,Refused,67.40034363214325
568,Islamabad,Female,High,Treatment,55,Disagree,Yes,Surveyed,64.80182248224541
569,Islamabad,Male,Low,Control,38,Disagree,No,Surveyed,45.553109148678175
570,Faisalabad,Male,Middle,Control,46,Agree,Yes,Refused,49.00217310234561
571,Islamabad,Male,Low,Treatment,53,Agree,Yes,Surveyed,72.44981856597747
572,Karachi,Male,Low,Treatment,38,Agree,Yes,Surveyed,49.52610751664199
573,Faisalabad,Male,Middle,Control,51,Agree,Yes,Refused,54.12853426129629
574,Karachi,Female,Middle,Treatment,28,Agree,Yes,Refused,49.82565152999487
575,Faisalabad,Male,Low,Control,31,Agree,Yes,Surveyed,29.292588336353372
576,Karachi,Female,High,Treatment,52,Agree,Yes,Surveyed,67.33890709335672
577,Karachi,Male,Low,Treatment,44,Disagree,Yes,Surveyed,64.1496269354814
578,Lahore,Male,Low,Control,41,Strongly Disagree,No,Surveyed,53.035554533107856
579,Multan,Female,Low,Treatment,68,Disagree,No,Surveyed,85.33132313222009
580,Islamabad,Female,Middle,Treatment,34,Agree,Yes,Not Reached,42.04682752016258
581,Faisalabad,Female,Middle,Treatment,39,Agree,Yes,Refused,46.44098230130918
582,Multan,Female,Low,Control,58,Agree,Yes,Not Reached,59.04876890303781
583,Karachi,Female,Low,Control,53,Strongly Agree,No,Surveyed,51.58469312028872
